iteration,permuted_r2
133,-0.5917691165856509
134,-0.19379391795114748
135,-0.27085717489428524
136,-0.07108741815597894
137,-0.3552520423204202
138,-0.19753032623066044
139,-0.9604796904673611
140,-0.7105740287516625
141,-0.47805767557484363
142,-0.28855434131448493
143,-0.19330598869589935
144,-0.19702001602545252
145,-0.13918570926910293
146,0.0024726008192062737
147,-50.94494137224425
148,-0.5954689446087735
149,-0.5065943760760241
150,-0.14736929134115986
151,-0.1673607438451661
152,-0.39720260883658337
153,-0.5086055787102612
154,-0.44747074634706296
155,-0.4848453375003351
156,-0.48972393478041
157,-0.0510339301889809
158,-0.14526707118153717
159,-0.2717119130231702
160,-0.24348594862740883
161,-0.4260843220291882
162,-0.21950118555213655
163,-0.4440239484549861
164,-0.18746076240495604
165,-0.40893796239534336
166,-0.22310872234192253
167,-0.48092141126809557
168,-0.11099811341410969
169,-0.14805199943656813
170,-0.8381107328849632
171,-0.09442877446584279
172,-0.6475498930894569
173,-0.4675577005659899
174,-0.2534107931179243
175,0.004785146669787307
176,-0.4309382642181859
177,-0.6303962533865475
178,-0.16060193122312844
179,-0.8823971457596105
180,-0.27661061282433036
181,-0.32089916790094236
182,-0.4196202882532048
183,-0.04066811972414703
184,-0.351383647732646
185,-0.2534215915743061
186,-0.05973098359652699
187,-0.617564165448069
188,-3.007380635448854
189,-0.27702898294395634
190,-0.13066581193255292
191,-0.41453296100121534
192,-0.10369720075487172
193,-0.5466954527609779
194,-0.46878031306263146
195,-0.22318276371100929
196,-0.6655891255757921
197,-0.052342586636495124
198,-0.4006126084812787
199,-0.3991163666598042
200,-0.07906090342169723
201,-0.2617339470396635
202,-0.40281432394702915
203,-0.4266833080526316
204,-0.5468170011956389
205,-1.5220947921838157
206,-0.4595580240324542
207,-0.016648376678839467
208,-2.273204330724603
209,-0.4132565872700943
210,-0.6726422217671602
211,-0.7385514395422591
212,-0.3828930924701628
213,-0.3663765419342617
214,-0.5253941087976147
215,-0.21898663337704166
216,-0.25481686195935493
217,-0.4874106288579582
218,-0.5690005234497347
219,-0.6620785977244116
220,-0.11719288489776594
221,-0.335466429976696
222,-0.4682565895548372
223,-0.3202121546460024
224,-0.2807837295471934
225,-0.488893622115859
226,-0.14109536878846007
227,-1.0692494938817225
228,-0.4366378256052373
229,-0.20217720038756207
230,-0.2983336379006385
231,-0.18443651612803108
232,-0.444593324249356
233,-0.3556685738663395
234,-0.12689569562979616
235,-0.4586456652308956
236,-1.2181886838806055
237,-0.20359659720273476
238,-0.5594686502930698
239,-0.2130445101088473
240,-0.43075924827752926
241,-0.3370151016479425
242,-0.1676900463059631
243,-0.07052272658660406
244,-0.314594457798047
245,-0.6091167185675257
246,-1.1613928166807916
247,-0.4936150874720112
248,-0.30727438999504236
249,-0.6178280413633317
250,-0.15727939049174297
251,-0.3240568318057776
252,-0.42082227223410346
253,-0.2558858127869829
254,-0.42389994120033003
255,-0.27760481692261807
256,-0.21090914857580878
257,-0.6016466756462051
258,-0.10788525518474268
259,-0.2596606636601392
260,-0.19248293602599312
261,-0.5464156884256726
262,-0.17288786106215442
263,-0.48607796190318603
264,-0.5624824333922115
265,-0.4160533209905625
266,-0.14815954037179793
267,-0.2266409942546861
268,-0.15205211804302524
269,-0.09604961903130456
270,-0.20986710028957675
271,-0.17112381611599206
272,-0.23982617361893274
273,-0.3788236313700542
274,-0.15210610866333743
275,-0.1723142849435118
276,-0.2768331561152168
277,-0.27837218475685116
278,-0.20346179246712848
279,-0.22381405139185562
280,-0.43451224584845416
281,-0.32990493011789834
282,-0.20486651802724576
283,-0.23458699128949134
284,-0.3684353532413848
285,-0.45150392486768126
286,-0.4388761215931831
287,-0.8483838519698901
288,-0.2864803069826558
289,-0.1133795272470336
290,-0.19542663209571012
291,-0.6316584281665941
292,-0.18101353533839934
293,0.04465594349514801
294,-0.3871466185969573
295,-0.9047964993390697
296,-0.9444007079821605
297,-0.5359026339679106
298,-0.10852285231658539
299,-0.07003149481904991
300,-0.7182246653016447
301,-0.35692762708034087
302,-0.17555857050151444
303,-0.1620893035021788
304,-0.5188068599511593
305,-0.8742252863829086
306,-0.08838821985127855
307,-0.07995279736551973
308,-0.35142499057917337
309,-0.35096943413226117
310,-0.20684388013265614
311,-0.6299592837434256
312,-1.0303454172172422
313,-0.21085507383021077
314,-0.5478513173456357
315,-0.3577115179639492
316,-0.11177179851011855
317,-0.07075276174178147
318,-0.21438111135710985
319,-0.5217364767473572
320,-0.712130009428276
321,-0.2058162140778607
322,-0.44546777206667004
323,-0.1229890297098436
324,-0.5636451494041003
325,-0.17120799037736764
326,-0.08184207623502292
327,-0.6746186401697564
328,-0.05535314522278697
329,-0.06399151448294736
330,-0.6847050105616745
331,-0.263633784700458
332,-0.19039405129612913
333,-0.251887564019719
334,-0.14945258257876093
335,-0.2789992635849206
336,-0.3699585864440017
337,-0.17035857475013447
338,-0.24681384508282125
339,-0.6476059339052718
340,-0.2164110139100955
341,-0.423059983069412
342,-0.3865968743012971
343,-0.32455627203022586
344,-0.0927864658143466
345,-0.5409700915821593
346,-0.2946264736380889
347,-0.14749259543649212
348,-0.3828491443932464
349,-0.046532091368426745
350,-0.3738744616846832
351,-0.19738796455610003
352,-1.4721320216623148
353,-0.35532365648686487
354,-0.8201139721784872
355,-0.15441122036585028
356,-0.5059300564495633
357,-0.09646546497860721
358,-0.17514615695882513
359,-0.5796355342808022
360,-0.17678336906230727
361,-1.1620102467120226
362,-0.15378436495154432
363,-0.25290682517480295
364,-0.2986835062546379
365,-0.17124029595334206
366,-0.18143923849639468
367,-0.47662350883542776
368,-0.1788684045147054
369,-1.069350803826634
370,-0.18579207541351442
371,-0.11887176011042891
372,-1.6190703282385812
373,-0.29800296441652857
374,-0.40081594234946205
375,-0.2943602741603798
376,-0.24260651398189712
377,-0.22164849065396555
378,-0.436597213345156
379,-0.3767444833559383
380,-0.8498377556188673
381,-0.08126493915819387
382,-0.685370830062021
383,-0.38872193419238293
384,-0.03403483066875109
385,-0.4149389259304839
386,-0.28917346552090856
387,-0.4843602038103011
388,-0.21483962856424269
389,-0.45806926540505116
390,-0.5744009037247777
391,-0.2775179774984546
392,-0.2849197224001753
393,-0.32405168610653245
394,-0.24454696356856154
395,-0.5029163014097315
396,-0.13847748237365656
397,-0.6064166834081028
398,-0.2549415204461622
399,0.01810117807592304
400,-0.18796362503802685
401,-0.7113395320211108
402,-0.21901874203684196
403,-0.3475655267487435
404,-0.5951980764684245
405,-0.3451763631477308
406,-4.476356802041531
407,-0.5636762776237779
408,-0.23133431352867115
409,-0.11765104419846426
410,-0.4113175150197871
411,0.012946709260187499
412,-0.2308472949058773
413,-0.3267677478081867
414,-0.5261656260274198
415,-0.26442671144963953
416,-0.24915666029155673
417,-0.26670860462113855
418,-0.41074564313176143
419,-0.7080304910726426
420,-0.34410302788965613
421,-0.27998514613951436
422,-0.5932916623437892
423,-0.3124233055079037
424,-0.605424615209522
425,-0.7286341484257043
426,-0.20835970300803866
427,-0.25354568393825044
428,-0.30702382301590336
429,-0.7065048360603552
430,-0.29638772655867923
431,-0.35155304553862304
432,-0.1939828780033832
433,-0.12868739689578562
434,-0.14798301626824764
435,-0.21332675258347084
436,-0.18480189530729493
437,-0.1906782220840133
438,-0.27830563576199974
439,-1.0244009201506248
440,-0.5303656145052259
441,-0.25334817405780696
442,-0.24126392683408188
443,-0.24136770896435644
444,-0.6259107870571742
445,-0.036255797374234504
446,-0.21417130235553836
447,-0.8492189002663248
448,-0.23261615616490164
449,-0.21981821545367666
450,-0.3526301844687548
451,-0.9297318225342225
452,-0.7373829992244766
453,-0.4727297824296949
454,-0.5188072111024588
455,-0.5808451543466804
456,-0.5443954434715218
457,-0.10993242810556805
458,-1.2895977496440378
459,-0.16626930399641535
460,-0.1203315308131458
461,-0.4882931810737897
462,-0.7163800602926459
463,-0.723449737826371
464,-0.26120947033504904
465,-0.217266862340247
466,-0.18622010636710384
467,-0.26723465761198345
468,-0.2237831600684812
469,-0.5821774643546151
470,-0.6403240012879419
471,-0.3010443273581761
472,-0.5394981826444479
473,-0.15490812347705246
474,-0.1159040166514724
475,-0.3294454698416877
476,-0.21780013685316288
477,-0.7138964163931754
478,-0.21762910655598264
479,-0.7004760728962494
480,-0.11174634172168423
481,-0.33232731877189664
482,-0.4777354158099592
483,-0.39263869484237507
484,-0.27148786024014254
485,-1.0160425870839505
486,-0.21037118357240364
487,-0.20719709763718103
488,-0.5665446365966658
489,-0.23880483540078773
490,-0.15651713052971097
491,-0.35699872587171655
492,-0.32592531361704513
493,-0.3676064592694251
494,-0.31350252183724275
495,-0.4906066083464888
496,-0.334231373272739
497,-0.16220804614135223
498,-0.3335459177757865
499,-0.2516622357594856
500,-0.390136659836987
501,-0.34633070418408446
502,-0.2419835247229302
503,-0.24272476402180118
504,-0.13139903535377292
505,-0.2327566724990211
506,-0.6009445800028921
507,-0.11473544446410282
508,-0.8338736127839185
509,-0.38614132524726347
510,-0.3532123094616589
511,-0.2101670419845386
512,-0.29465160461712686
513,-0.198226034113016
514,-0.4231478302201275
515,-0.44156573392276827
516,-0.5754398141243041
517,-0.30098785649857435
518,-0.16874095777721485
519,-0.33456945389317816
520,-0.35007230921788385
521,-0.9909687318122593
522,-0.3160891505280428
523,-0.13872406011665642
524,-0.47599874580127854
525,-0.8928932092263828
526,-0.05094004801468155
527,-0.08607451055145002
528,-0.760739663407768
529,-0.052432494383066706
530,-0.3613139658520011
531,-0.3108717464330003
532,-0.16659551595136432
533,-0.5076000905454
534,-0.33534387903459123
535,-0.33132843042504573
536,-0.022792978081543187
537,-1.0279734447530982
538,-0.22344793285289022
539,-0.6846546754596086
540,-1.8973185106157864
541,-0.24207637685512515
542,-0.1204767723999034
543,-0.4412340640884026
544,-0.1776397336533238
545,-3.3319273873101314
546,-0.727182657485159
547,-0.14471243687863983
548,-1.15723432639506
549,-0.1980919953406351
550,-0.11436250971989782
551,-0.7715372635178083
552,-0.14006066623786048
553,-0.43753545555706885
554,-0.5668762313005924
555,-0.2994323251249328
556,-0.19291791129935265
557,-0.012182934119972955
558,-0.23875815240495582
559,-0.10978030701902904
560,-0.2576642384158735
561,-0.2962572281907109
562,-0.841244205354679
563,-0.2206008600069347
564,-0.49282331275386665
565,-0.2637010688021393
566,-0.35397255622106333
567,-0.2531862491424409
568,-0.39145423067031576
569,-0.25669636870719337
570,-0.8768360484609659
571,-0.08982089014970428
572,-0.19439966090308256
573,-0.0644913055032086
574,-0.17118227301713423
575,-0.3059086924374765
576,-0.3722525944765211
577,-0.38075312626879476
578,-0.21172280452165024
579,-0.04293798694582423
580,-0.19408477352927314
581,-0.33974051201973027
582,-0.3700026164546833
583,-0.1803838183502196
584,-0.43957376411110005
585,-0.31352337831533356
586,-0.22990902728243937
587,-0.4253882446621196
588,-0.08793044102264598
589,-0.07386236214808807
590,-0.40551704771937797
591,-0.24977718527154294
592,-0.27050080221939565
593,-0.4497022996364341
594,-0.1618045906202749
595,-0.2622307125295275
596,-0.3893969819982477
597,-0.3508858478252782
598,-0.17451806885860988
599,-0.2274442183836515
600,-0.33308330736538977
601,-0.9099263227896158
602,-0.21577895958903337
603,-0.06300592230089688
604,-0.2986488375908189
605,-1.5236108200494702
606,-0.49828683732915746
607,-0.5013847713686758
608,-0.30884638938233305
609,-1.5695285581265053
610,-0.1735513436823311
611,-0.19426493832060832
612,-0.2068410568122845
613,-0.16851423073771654
614,-0.099749120191124
615,-0.14327081572419562
616,-0.6120555950594525
617,-0.1338407909799369
618,-0.2512944694723768
619,-0.46140908693286137
620,-0.3565159436763818
621,-0.8974519986195715
622,-0.44949734754864873
623,-0.3334631842019048
624,-0.12543615658557142
625,-0.10455970158844456
626,-0.43702364350527756
627,-0.9648101339357046
628,-0.34154627097289125
629,-0.18405097457298406
630,-0.327795358581277
631,-0.4042877762999467
632,-0.20412650839487595
633,-0.6923884311097019
634,-0.2869422274260061
635,-0.28649517868885965
636,-0.5931995903906794
637,-0.15375877145404018
638,-0.2603450006962882
639,-0.22480029542345537
640,-0.2526334758563718
641,-0.1965677458822322
642,-0.27991874948723594
643,-0.10765290467282886
644,-0.19559531108067005
645,-0.49712105844634685
646,-0.4529618496836294
647,-0.8004779522126088
648,-0.5649686000329106
649,-0.3286463167513279
650,-0.36336103147526916
651,-0.5227261951444715
652,-0.27504883690860205
653,-3.031081867944213
654,-0.669900134031525
655,-0.16264456298478822
656,-0.09225902221247151
657,-0.14510383469905969
658,-0.7256115968360034
659,-0.21730587262215112
660,-0.1251923487736489
661,-0.5494457129195751
662,-0.6193503388311979
663,-0.4249262879392454
664,-2.4420835815731787
665,-0.23255753837768436
666,-0.2731444118081504
667,-0.2201282757476804
668,-0.1440577059004493
669,-0.9676210199575263
670,-0.03663221332146095
671,-0.48149044167592947
672,-0.13788399456912298
673,-0.591194171480371
674,-0.12088315853713197
675,-0.12251973176777116
676,-0.314808537083295
677,-0.24781072596819068
678,-0.1321729501170122
679,-0.31494551035587
680,-0.4010682220631438
681,-0.36081559386785667
682,-0.22453081977407482
683,-0.1415245650697539
684,-0.5048866991190105
685,-0.1992425061424994
686,-0.6925993377593277
687,-0.22550120614680533
688,-0.07579800281296643
689,-0.1847920816050557
690,-0.27789524353746614
691,-0.2438049572650966
692,-0.48440750464283855
693,-0.08929691867561705
694,-0.2594577484359148
695,-0.314226576400534
696,-0.24067009132033193
697,-0.25153951950405956
698,-0.4577339057068041
699,-0.2672811769824211
700,-0.5958714079083639
701,-0.5100135071675147
702,-0.23656708011150296
703,-0.315811280900877
704,-0.14318464186058583
705,-0.11297892804253991
706,-0.47986217201332454
707,-0.4273501884180222
708,-0.10952197958176262
709,-0.3598394201677812
710,-0.3732179108357808
711,-0.3635989132572991
712,-0.22283846514982938
713,-0.2820325034541985
714,-0.25477945604070823
715,-0.20866574615011227
716,-0.522744019849152
717,-0.13850568434359697
718,-0.8894859225385149
719,-0.7010539607131789
720,-0.12285228804497751
721,-0.5528046184867106
722,-0.10849002967071202
723,-0.4017866619365385
724,-0.4660039889284254
725,-1.4151402364369265
726,-0.2894397214565731
727,-0.360024826205891
728,-0.30132102689865065
729,-0.2132873701901856
730,-0.08256031696321783
731,-0.9960395912012834
732,-0.5998822221769397
733,-0.12193995063616113
734,-0.5008441361504387
735,-0.602578005625985
736,-0.6168976619723514
737,-0.5030640735794417
738,-0.2980674775509428
739,-0.3276719400200529
740,-0.20719227458014797
741,-1.5041007350705102
742,-0.5186592407001738
743,-0.2396619683664098
744,-0.4231606195763993
745,-0.23594935873158138
746,-0.04150537060861602
747,-0.7774476324424056
748,-0.08392106826298705
749,-0.34653450039326206
750,-0.9118674448841306
751,-0.20057492037286728
752,-0.30736188240407536
753,-0.2622090040766656
754,-0.36065562779877597
755,-0.00901852527765439
756,-0.22263628953586562
757,-0.7174687400118435
758,-0.5508201860629968
759,-0.3088979204663434
760,-0.38644768149516756
761,-0.23576254391560392
762,-0.5407029570146652
763,-0.5173518793531899
764,-0.11552895330438244
765,-0.6156558644110001
766,-0.6828378606667119
767,-0.3298889602274656
768,-0.6034739866099276
769,-0.28509449791533126
770,-0.5761848190044085
771,-0.18731839983825746
772,-0.6205555764472915
773,-0.15556719906701308
774,-0.26785138520529755
775,-0.29506638503529725
776,-0.4906148250724151
777,-0.18796650345176186
778,-0.2210893207727412
779,-0.034043577399759606
780,-1.0333331182949554
781,-0.18951357127590845
782,-0.27370500574174683
783,-0.9056926827210824
784,-0.6925418941703169
785,-0.1519310193788957
786,-0.8374513987027797
787,-0.39643206849766
788,-0.789270751848675
789,-0.4306348719258811
790,-0.19319232837741104
791,-0.5531601474710037
792,-0.2494629433314371
793,-0.321429529190348
794,-1.0092545617232935
795,-0.25618125665642355
796,-0.1981714801330919
797,-0.29428768282466045
798,-0.3131496486790785
799,-0.7792335006737936
800,-0.21450490209288534
801,-0.2283078721964603
802,-1.5742327416694144
803,-0.22860030463178088
804,-0.17476051246199048
805,-0.8343382969275552
806,-0.19310683150842364
807,-0.1788810749184177
808,-0.15720243037897927
809,-0.34155230885781596
810,-1.6869182779481198
811,-0.5218533619104385
812,-0.5613482641939394
813,-0.540041930050725
814,-0.6671625050738085
815,-0.31541607176109665
816,-0.5101705668886758
817,-0.26881580117191667
818,-0.336352091588333
819,-0.6040219829965843
820,-0.17997968445042714
821,-0.33436796108359285
822,-0.30412324339164193
823,-0.43617392207926425
824,-0.0027592916352640368
825,-0.3356449349211494
826,-0.8469681942212921
827,-0.31526296394794834
828,-0.2763610511851243
829,-0.4243472704506492
830,-0.2325443451543411
831,-0.09730474146314448
832,-0.1827473946873543
833,-0.24889162276053564
834,-0.19463485717495885
835,-0.31558375786188336
836,-0.6235639885106595
837,-0.13718420784240445
838,-0.6237790466963631
839,-0.5090823192393445
840,-0.15807195561637183
841,-0.1389911232706976
842,-0.8194205330943299
843,-0.3536980498966643
844,-0.8791608912562687
845,-0.2994595273488495
846,-0.25805603918164594
847,0.037870953624120296
848,-0.19775409098868457
849,-0.27361337654983936
850,-0.09546373568059467
851,-0.4347492795870777
852,-0.5144109149914199
853,-0.29524569287780783
854,-0.5810406192574218
855,-0.3581359453228269
856,-0.31175592519856327
857,-0.27505374030459634
858,-0.6628966371892144
859,-0.2163478546450539
860,-0.35853431595509433
861,-0.6111977552928352
862,-0.4988282561369021
863,-0.3664668916920781
864,-0.848052964632413
865,-0.4434936008571517
866,-0.21465093099530383
867,-0.730273523334717
868,-0.24339922247168136
869,-0.4908352394353825
870,-0.45526671703436283
871,-0.3003653341735061
872,-0.0674482237848003
873,-0.10069551109319476
874,-0.30336165215535693
875,-0.32983230688403026
876,-0.47501153779431987
877,-0.485744903326546
878,-0.057810985640060056
879,-1.7732403863191575
880,-0.21744102190891018
881,-0.18233660927192105
882,-0.25845382343973056
883,-0.40667706906199236
884,-0.22544423838517294
885,-0.9251159362239639
886,-0.19664965370999107
887,-0.8175933698247076
888,-0.18040887278150688
889,-0.4628333483845698
890,-0.17988574627016934
891,-0.6474198275932493
892,-0.6035495067660425
893,-0.2615455864717386
894,-0.7889244919676742
895,-0.2192127602560995
896,-1.2968185235828575
897,-0.7997584208412123
898,-0.25638723326778484
899,-0.5168766930494959
900,-0.6129879402653788
901,-0.045310257345267155
902,-1.6470981385138947
903,-0.5390973416244595
904,-0.19547727831385897
905,-0.5131837544656054
906,-0.07324474944974187
907,-0.5379152004449792
908,-0.41237345247747786
909,-0.2903310991663753
910,-0.19891704938156102
911,-0.4240510424706753
912,-0.37078939030305375
913,-0.33121655243585363
914,-0.16695310879992967
915,-0.21550896586684362
916,-1.2620509481552897
917,-0.3414348929309338
918,-0.3440379060486501
919,-0.20841517739452023
920,-0.20162636409449286
921,-0.3556260877469292
922,-0.2659594653472663
923,-0.29641426818964944
924,-1.138450486013133
925,-0.4499507427043388
926,-0.14153174716637773
927,-0.7658373312366483
928,-0.17369005875804605
929,-0.7633528883259678
930,-0.9493481610842635
931,-0.16218024232949155
932,-0.5495617259882906
933,-0.21552908772967863
934,-0.13044011117805404
935,-0.0996752247849767
936,-0.5054085177795418
937,-0.17775404478404577
938,-0.8525341777712502
939,-0.2923702593537457
940,-0.15263318136998552
941,-2.663965539583323
942,-0.25800810859207174
943,-0.16989998875542867
944,-0.47780824788894105
945,-0.2723729609775758
946,-0.09997868896015968
947,0.036470155488563694
948,-0.43762317117610877
949,-0.13297260208992687
950,-0.4604904516428849
951,-0.20293100339570705
952,-0.26250460975122913
953,-0.3264695917706139
954,-0.7830018993703821
955,-0.28683679778871685
956,-0.878470426929052
957,-0.4195765217725507
958,-0.09015708219023266
959,-0.3459343076302101
960,-0.7111546261394651
961,-0.2599645196498355
962,-0.26506993376295135
963,-0.35679351815766186
964,-0.3097506809042746
965,-0.12191034521022412
966,-0.14824533924580524
967,-0.3892617979094889
968,-0.6468257783407357
969,-0.6180349718921064
970,-0.22738553279872067
971,-0.3282289849247134
972,-0.47969275967575914
973,-0.3438022679734253
974,-0.6192304749985945
975,-0.5478899622432419
976,-0.4556538651491566
977,-0.2793991324184136
978,-0.529587981045652
979,-0.3661937962227993
980,-0.5119230368326961
981,-0.19220524178709256
982,-0.1616673293664069
983,-0.35112132348183495
984,-0.22627430357579437
985,-0.38136884816178984
986,0.0028661000081536348
987,-0.28714160772464264
988,-0.4430851420811477
989,-0.17392317511654085
990,-0.547550913167983
991,-0.3740750827481781
992,-0.3070534414129646
993,-0.2110701263149455
994,-0.7506802745278713
995,-0.4596594530337903
996,-0.419002812552573
997,-0.40905709587223565
998,-0.295783721471707
999,-0.23190953008676238
